API Function,Risk Level,Usage Count,Risk Scenario,Sample Files,Developer Recommendation
get_theme_starter_content,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/theme.php,Recommend configuring protection
uksort,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/cron.php; wp-admin/includes/ms.php,Recommend configuring protection
array_sum,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/cron.php; wp-admin/includes/plugin-install.php,Recommend configuring protection
wp_get_ready_cron_jobs,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/cron.php,Recommend configuring protection
wp_ob_end_flush_all,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/cron.php,Recommend configuring protection
cache_users,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/pluggable.php,Recommend configuring protection
wp_generate_auth_cookie,MEDIUM,3,Authentication related - Host header affects authentication flow,wp-includes/pluggable.php,Recommend configuring protection
wp_set_auth_cookie,MEDIUM,3,Authentication related - Host header affects authentication flow,wp-includes/user.php; wp-includes/pluggable.php,Recommend configuring protection
used,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php; wp-includes/formatting.php,Recommend configuring protection
get_password_reset_key,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/pluggable.php,Recommend configuring protection
wp_nonce_tick,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/pluggable.php,Recommend configuring protection
password_needs_rehash,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/pluggable.php,Recommend configuring protection
wp_password_needs_rehash,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/pluggable.php,Recommend configuring protection
get_linkobjects,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/deprecated.php,Recommend configuring protection
get_settings,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
make_url_footnote,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/deprecated.php,Recommend configuring protection
get_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/deprecated.php; wp-includes/blocks/rss.php,Must configure trusted proxy and host validation
sanitize_user_field,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/user.php,Recommend configuring protection
wp_richedit_pre,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
clearstatcache,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/functions.php,Recommend configuring protection
strcmp,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-admin/themes.php,Recommend configuring protection
add_allowed_options,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
remove_allowed_options,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_no_robots,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_robots_no_robots,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/functions.php,Recommend configuring protection
wp_robots_sensitive_page,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
the,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/post.php,Recommend configuring protection
wp_style_engine_get_styles,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
var,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/blocks/search.php,Recommend configuring protection
wp_tinycolor_hsl_to_rgb,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
properties,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-admin/includes/file.php,Recommend configuring protection
wp_unique_id,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/functions.php,Recommend configuring protection
get_html,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-oembed.php; wp-includes/embed.php,Recommend configuring protection
wp_oembed_remove_provider,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-oembed.php; wp-includes/embed.php,Recommend configuring protection
is_post_embeddable,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/embed.php,Recommend configuring protection
get_oembed_endpoint_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/embed.php,Must configure trusted proxy and host validation
wp_maybe_enqueue_oembed_host_js,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/embed.php,Recommend configuring protection
get_post_embed_html,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/embed.php,Recommend configuring protection
SimpleXMLElement,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/sitemaps/class-wp-sitemaps-renderer.php; wp-includes/embed.php,Recommend configuring protection
str_ireplace,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/file.php; wp-includes/embed.php,Recommend configuring protection
get_taxonomy_labels,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
wp_term_is_shared,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
wp_unique_term_slug,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
wp_update_term_count_now,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
clean_taxonomy_cache,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
is_object_in_term,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/category-template.php; wp-includes/taxonomy.php,Recommend configuring protection
get_ancestors,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/category-template.php; wp-includes/taxonomy.php,Recommend configuring protection
Restored,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/taxonomy.php,Recommend configuring protection
get_the_taxonomies,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/taxonomy.php,Recommend configuring protection
stop_previewing_theme,MEDIUM,3,Template rendering - Host header affects template output,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
controls,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
sections,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
panels,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
json_last_error,MEDIUM,3,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php; wp-includes/functions.php,Recommend configuring protection
prepare_starter_content_attachments,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
prepare_controls,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
has,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/l10n.php,Recommend configuring protection
wp_trash_post_comments,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
update_stashed_theme_mod_settings,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
class,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
is_ios,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_document_title_template,MEDIUM,3,Template rendering - Host header affects template output,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_preview_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/class-wp-customize-manager.php,Must configure trusted proxy and host validation
get_return_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/class-wp-customize-manager.php,Must configure trusted proxy and host validation
add_submenu_page,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
get_autofocus,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php,Recommend configuring protection
wp_is_application_passwords_available_for_user,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/authorize-application.php,Recommend configuring protection
is_user_spammy,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/ms-functions.php,Recommend configuring protection
update_user_option,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/includes/dashboard.php,Recommend configuring protection
delete_user_option,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/ms-functions.php,Recommend configuring protection
WP_User_Query,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/includes/class-wp-ms-users-list-table.php,Recommend configuring protection
wp_is_large_user_count,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/ms-functions.php,Recommend configuring protection
validate_username,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/includes/user.php,Recommend configuring protection
wp_user_request_action_description,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php,Recommend configuring protection
get_privacy_policy_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/user.php; wp-includes/link-template.php,Must configure trusted proxy and host validation
wp_create_user_request,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/includes/privacy-tools.php,Recommend configuring protection
wp_send_user_request,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/user.php; wp-admin/includes/privacy-tools.php,Recommend configuring protection
wp_prepare_site_data,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-site.php,Recommend configuring protection
wp_delete_site,HIGH,3,Requires manual analysis for specific impact,wp-includes/ms-site.php; wp-admin/includes/ms.php,Must configure trusted proxy and host validation
wp_lazyload_site_meta,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-site.php,Recommend configuring protection
update_site_meta,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-site.php; wp-admin/includes/upgrade.php,Recommend configuring protection
page_rewrite_rules,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-rewrite.php,Recommend configuring protection
get_year_permastruct,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
get_month_permastruct,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
get_day_permastruct,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
get_feed_permastruct,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
get_comment_feed_permastruct,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php; wp-includes/class-wp-rewrite.php,Recommend configuring protection
save_mod_rewrite_rules,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/misc.php; wp-admin/includes/upgrade.php,Recommend configuring protection
set_category_base,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-rewrite.php; wp-admin/options-permalink.php,Recommend configuring protection
set_tag_base,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp-rewrite.php; wp-admin/options-permalink.php,Recommend configuring protection
get_the_category_rss,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/feed.php,Recommend configuring protection
wptexturize_primes,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php,Recommend configuring protection
diacritic,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php,Recommend configuring protection
format_to_edit,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/formatting.php,Recommend configuring protection
stripslashes_deep,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php,Recommend configuring protection
wp_get_word_count_type,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/script-loader.php,Recommend configuring protection
http,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-admin/includes/post.php,Recommend configuring protection
links_add_target,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/formatting.php; wp-admin/includes/plugin-install.php,Recommend configuring protection
sanitize_trackback_urls,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/post.php; wp-includes/formatting.php,Recommend configuring protection
load_theme_textdomain,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/l10n.php,Recommend configuring protection
is_readable,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/file.php,Recommend configuring protection
translate_user_role,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/user-new.php; wp-admin/includes/user.php,Recommend configuring protection
restore_current_locale,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/l10n.php,Recommend configuring protection
has_translation,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/l10n.php,Recommend configuring protection
get_the_term_list,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/category-template.php,Recommend configuring protection
redirect_canonical,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/canonical.php,Recommend configuring protection
set_query_var,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php; wp-includes/class-wp.php,Recommend configuring protection
header_remove,MEDIUM,3,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php; wp-includes/functions.php,Recommend configuring protection
build_query_string,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp.php,Recommend configuring protection
register_globals,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp.php,Recommend configuring protection
query_posts,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/class-wp.php,Recommend configuring protection
main,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/class-wp.php,Recommend configuring protection
comment_author_email,MEDIUM,3,Authentication related - Host header affects authentication flow,wp-includes/comment-template.php; wp-admin/includes/schema.php,Recommend configuring protection
get_comment_ID,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php,Recommend configuring protection
get_comments_number_text,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php,Recommend configuring protection
get_comment_type,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php; wp-includes/link-template.php,Recommend configuring protection
comments_template,MEDIUM,3,Template rendering - Host header affects template output,wp-includes/comment-template.php; wp-admin/includes/upgrade.php,Recommend configuring protection
field,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/comment-template.php; wp-includes/post.php,Recommend configuring protection
get_post_reply_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/comment-template.php,Must configure trusted proxy and host validation
update_attached_file,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-admin/includes/upgrade.php,Recommend configuring protection
get_sample_permalink,HIGH,3,URL generation - host header influences generated URLs,wp-includes/post.php; wp-admin/includes/post.php,Must configure trusted proxy and host validation
get_post_type_labels,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
types,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
wp_get_ext_types,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/functions.php,Recommend configuring protection
wp_delete_post_revision,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-admin/edit-form-advanced.php,Recommend configuring protection
wp_add_trashed_suffix_to_post_name_for_post,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
get_page_children,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php,Recommend configuring protection
wp_ext2type,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/functions.php,Recommend configuring protection
get_private_posts_cap_sql,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/author-template.php,Recommend configuring protection
NOW,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/post.php; wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
adjacent_posts_rel_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/link-template.php,Must configure trusted proxy and host validation
get_the_post_navigation,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
get_the_posts_navigation,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
get_the_posts_pagination,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
get_next_comments_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/link-template.php,Must configure trusted proxy and host validation
get_previous_comments_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/link-template.php,Must configure trusted proxy and host validation
paginate_comments_links,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/link-template.php,Recommend configuring protection
get_the_comments_navigation,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
get_the_comments_pagination,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
wp_get_canonical_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/link-template.php,Must configure trusted proxy and host validation
wp_internal_hosts,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/link-template.php,Recommend configuring protection
exit,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/load.php,Recommend configuring protection
dead_db,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/load.php; wp-includes/functions.php,Recommend configuring protection
is_blog_installed,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/load.php; wp-includes/functions.php,Recommend configuring protection
wp_is_json_media_type,MEDIUM,3,Response handling - Host header affects response content,wp-includes/load.php,Recommend configuring protection
wp_check_jsonp_callback,MEDIUM,3,Response handling - Host header affects response content,wp-includes/load.php; wp-includes/functions.php,Recommend configuring protection
wp_is_site_protected_by_basic_auth,HIGH,3,Authentication related - Host header affects authentication flow,wp-includes/load.php; wp-admin/authorize-application.php,Must configure trusted proxy and host validation
wp_timezone_string,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/class-wp-debug-data.php,Recommend configuring protection
wp_maybe_decline_date,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/class-wp-community-events.php,Recommend configuring protection
wp,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/post.php,Recommend configuring protection
wp_referer_field,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
wp_original_referer_field,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/edit-form-advanced.php; wp-includes/functions.php,Recommend configuring protection
stat,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/file.php,Recommend configuring protection
umask,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/upgrade.php,Recommend configuring protection
exif_imagetype,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
str_split,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/script-loader.php,Recommend configuring protection
Variable,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
json_last_error_msg,MEDIUM,3,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php; wp-includes/functions.php,Recommend configuring protection
WP_List_Util,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
WEEK,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
wp_find_hierarchy_loop_tortoise_hare,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php,Recommend configuring protection
wp_privacy_anonymize_ip,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/class-wp-community-events.php,Recommend configuring protection
wp_privacy_exports_dir,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/privacy-tools.php,Recommend configuring protection
list_files,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/includes/file.php,Recommend configuring protection
filemtime,MEDIUM,3,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php; wp-includes/functions.php,Recommend configuring protection
wp_get_default_update_php_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/functions.php,Must configure trusted proxy and host validation
wp_get_direct_php_update_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/functions.php,Must configure trusted proxy and host validation
wp_get_update_https_url,HIGH,3,URL generation - host header influences generated URLs,wp-admin/includes/class-wp-site-health.php; wp-includes/functions.php,Must configure trusted proxy and host validation
wp_get_default_update_https_url,HIGH,3,URL generation - host header influences generated URLs,wp-admin/includes/class-wp-site-health.php; wp-includes/functions.php,Must configure trusted proxy and host validation
get_dirsize,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/functions.php; wp-includes/ms-functions.php,Recommend configuring protection
add_site_option,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php; wp-includes/ms-functions.php,Recommend configuring protection
wpmu_create_user,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-functions.php; wp-admin/network/site-users.php,Recommend configuring protection
add_existing_user_to_blog,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/user-new.php; wp-includes/ms-functions.php,Recommend configuring protection
wp_update_network_user_counts,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-functions.php,Recommend configuring protection
wp_update_network_site_counts,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/ms-functions.php,Recommend configuring protection
js,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-custom-image-header.php; wp-includes/script-loader.php,Recommend configuring protection
wp_script_is,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/post.php; wp-includes/script-loader.php,Recommend configuring protection
print_footer_scripts,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
wp_should_load_block_editor_scripts_and_styles,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
wp_get_script_tag,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
wp_sanitize_script_attributes,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
wp_style_engine_get_stylesheet_from_context,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
get_the_author_posts_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/author-template.php,Must configure trusted proxy and host validation
get_max_batch_size,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
check_authentication,MEDIUM,3,Authentication related - Host header affects authentication flow,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_raw_data,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
remove_header,MEDIUM,3,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_json_last_error,MEDIUM,3,Response handling - Host header affects response content,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_compact_response_links,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_response_links,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_target_hints_for_link,HIGH,3,URL generation - host header influences generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Must configure trusted proxy and host validation
get_namespaces,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_route_options,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
add_active_theme_link_to_index,MEDIUM,3,URL generation/redirect - Host header affects generated URLs,wp-includes/rest-api/class-wp-rest-server.php,Recommend configuring protection
get_sitemap_entries,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/sitemaps/class-wp-sitemaps-provider.php; wp-includes/sitemaps/class-wp-sitemaps-index.php,Recommend configuring protection
get_sitemap_type_data,MEDIUM,3,Requires manual analysis for specific impact,wp-includes/sitemaps/class-wp-sitemaps-provider.php,Recommend configuring protection
get_sitemap_stylesheet_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/sitemaps/class-wp-sitemaps-renderer.php,Must configure trusted proxy and host validation
get_sitemap_index_stylesheet_url,HIGH,3,URL generation - host header influences generated URLs,wp-includes/sitemaps/class-wp-sitemaps-renderer.php,Must configure trusted proxy and host validation
wp_widget_rss_output,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/dashboard.php; wp-includes/widgets/class-wp-widget-rss.php,Recommend configuring protection
add_screen_option,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/edit-form-advanced.php; wp-admin/network/site-themes.php,Recommend configuring protection
wp_print_request_filesystem_credentials_modal,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/themes.php; wp-admin/includes/plugin-install.php,Recommend configuring protection
wp_ensure_editable_role,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/user-new.php; wp-admin/includes/ms.php,Recommend configuring protection
edit_user,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/user-new.php; wp-admin/includes/user.php,Recommend configuring protection
Walker_Nav_Menu_Checklist,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/nav-menu.php,Recommend configuring protection
wp_dashboard_trigger_widget_control,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/dashboard.php,Recommend configuring protection
wp_dashboard_recent_posts,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/dashboard.php,Recommend configuring protection
bulk_actions,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
get_column_count,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
print_table_description,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
get_table_classes,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
single_row,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-list-table.php,Recommend configuring protection
wxr_term_name,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/export.php,Recommend configuring protection
site_states,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-ms-sites-list-table.php,Recommend configuring protection
column_blogs,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/class-wp-ms-users-list-table.php,Recommend configuring protection
child,MEDIUM,3,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet-admin.php; wp-admin/includes/privacy-tools.php,Recommend configuring protection
ZipArchive,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/privacy-tools.php; wp-admin/includes/file.php,Recommend configuring protection
wp_check_mysql_version,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
upgrade_all,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
populate_roles_160,MEDIUM,3,Requires manual analysis for specific impact,wp-admin/includes/schema.php; wp-admin/includes/upgrade.php,Recommend configuring protection
